id,sentence,ambiguous_word,correct_meaning,category,language,source
518,"अफ़सर और सिपाही गए, उसने सलाम किया।",उसने,unclear_officer_or_constable,pronoun_ambiguity,Hindi,custom_annotated
519,"राज्यपाल और मुख्यमंत्री मिले, उसने बात रखी।",उसने,unclear_governor_or_cm,pronoun_ambiguity,Hindi,custom_annotated
520,"सचिन और रोहित खेले, उसने शतक मारा।",उसने,unclear_sachin_or_rohit,pronoun_ambiguity,Hindi,custom_annotated
521,"किसान और बनिया मिले, उसने उधार दिया।",उसने,unclear_farmer_or_trader,pronoun_ambiguity,Hindi,custom_annotated
522,"रानी और दासी निकलीं, वह मुस्कुराई।",वह,unclear_queen_or_maid,pronoun_ambiguity,Hindi,custom_annotated
523,"पुजारी और भक्त आए, उसने प्रसाद लिया।",उसने,unclear_priest_or_devotee,pronoun_ambiguity,Hindi,custom_annotated
524,"बढ़ई और मिस्त्री आए, उसने माप लिया।",उसने,unclear_carpenter_or_mason,pronoun_ambiguity,Hindi,custom_annotated
525,"डाकिया और पोस्टमास्टर आए, उसने चिट्ठी दी।",उसने,unclear_postman_or_postmaster,pronoun_ambiguity,Hindi,custom_annotated
526,"चालक और यात्री उतरे, उसने सामान उठाया।",उसने,unclear_driver_or_passenger,pronoun_ambiguity,Hindi,custom_annotated
527,"दादा और नाती मिले, उसने प्यार किया।",उसने,unclear_grandfather_or_grandchild,pronoun_ambiguity,Hindi,custom_annotated
528,"विद्यार्थी और प्राध्यापक बोले, उसने सवाल किया।",उसने,unclear_student_or_professor,pronoun_ambiguity,Hindi,custom_annotated
529,तुमने तो सोने पे सुहागा कर दिया!,सोने पे सुहागा,sarcastic_worse,sarcasm_ambiguity,Hindi,custom_annotated
530,वाकई क्या दिमाग़ चला है तुमने!,दिमाग़ चला,sarcastic_foolish,sarcasm_ambiguity,Hindi,custom_annotated
531,उसने सच में दिमाग़ चलाया इस बार।,दिमाग़ चलाया,genuine_smart,sarcasm_ambiguity,Hindi,custom_annotated
532,"हाँ हाँ, तुम्हीं दुनिया के सबसे बड़े विशेषज्ञ हो।",विशेषज्ञ,sarcastic_overconfident,sarcasm_ambiguity,Hindi,custom_annotated
533,वह इस विषय के सच्चे विशेषज्ञ हैं।,विशेषज्ञ,genuine_expert,sarcasm_ambiguity,Hindi,custom_annotated
534,"बहुत अच्छा decision लिया, अब देखो क्या हुआ!",अच्छा decision,sarcastic_bad_decision,sarcasm_ambiguity,Hindi,custom_annotated
535,उसने सच में अच्छा फ़ैसला लिया।,अच्छा फ़ैसला,genuine_good_decision,sarcasm_ambiguity,Hindi,custom_annotated
536,वाह! तुम तो Einstein हो एकदम!,Einstein,sarcastic_foolish,sarcasm_ambiguity,Hindi,custom_annotated
537,वह अपने क्षेत्र का Einstein है।,Einstein,genuinely_brilliant,sarcasm_ambiguity,Hindi,custom_annotated
538,क्या मदद की तुमने! अब सब बिगड़ गया।,मदद,sarcastic_harmful_help,sarcasm_ambiguity,Hindi,custom_annotated
539,उसने सच में बहुत मदद की।,मदद,genuine_help,sarcasm_ambiguity,Hindi,custom_annotated
540,"बहुत तरक्की की है तुमने, वही पुराना काम!",तरक्की,sarcastic_no_progress,sarcasm_ambiguity,Hindi,custom_annotated
541,उसने सच में बहुत तरक्की की है।,तरक्की,genuine_progress,sarcasm_ambiguity,Hindi,custom_annotated
542,"धन्यवाद, तुम्हारी वजह से सब बर्बाद हुआ।",धन्यवाद,sarcastic_blame,sarcasm_ambiguity,Hindi,custom_annotated
543,"धन्यवाद, तुम्हारी मदद बहुत काम आई।",धन्यवाद,genuine_thanks,sarcasm_ambiguity,Hindi,custom_annotated
544,"बहुत नई सोच है तुम्हारी, एकदम पुरानी बात!",नई सोच,sarcastic_old_idea,sarcasm_ambiguity,Hindi,custom_annotated
545,उसकी सोच सच में नई और ताज़ी है।,नई सोच,genuinely_fresh,sarcasm_ambiguity,Hindi,custom_annotated
546,वाह! आधे घंटे में एक पेज लिखा!,वाह,sarcastic_slow,sarcasm_ambiguity,Hindi,custom_annotated
547,वाह! उसने तीन घंटे में पूरा उपन्यास लिखा!,वाह,genuine_amazement,sarcasm_ambiguity,Hindi,custom_annotated
548,"हाँ, बहुत सुंदर काम किया, सब उलट-पुलट हो गया।",सुंदर काम,sarcastic_mess,sarcasm_ambiguity,Hindi,custom_annotated
549,उसकी thinking बहुत broad है।,broad,open_minded,hinglish_ambiguity,Hindi,custom_annotated
550,सड़क बहुत broad है।,broad,wide_road,hinglish_ambiguity,Hindi,custom_annotated
551,यह topic बहुत sensitive है।,sensitive,delicate_topic,hinglish_ambiguity,Hindi,custom_annotated
552,उसकी skin बहुत sensitive है।,sensitive,sensitive_skin,hinglish_ambiguity,Hindi,custom_annotated
553,वह बहुत down है आजकल।,down,feeling_low,hinglish_ambiguity,Hindi,custom_annotated
554,server down है अभी।,down,server_not_working,hinglish_ambiguity,Hindi,custom_annotated
555,उसकी performance बहुत average है।,average,below_expectations,hinglish_ambiguity,Hindi,custom_annotated
556,class का average score अच्छा है।,average,mean_score,hinglish_ambiguity,Hindi,custom_annotated
557,वह हमेशा late आता है।,late,always_delayed,hinglish_ambiguity,Hindi,custom_annotated
558,late night खाना मत खाओ।,late,late_night,hinglish_ambiguity,Hindi,custom_annotated
559,उसका attitude बहुत negative है।,negative,pessimistic,hinglish_ambiguity,Hindi,custom_annotated
560,test negative आया।,negative,medical_negative,hinglish_ambiguity,Hindi,custom_annotated
561,यह scene बहुत intense है।,intense,dramatic_scene,hinglish_ambiguity,Hindi,custom_annotated
562,training बहुत intense थी।,intense,rigorous_training,hinglish_ambiguity,Hindi,custom_annotated
563,वह बहुत reserved रहता है।,reserved,introverted,hinglish_ambiguity,Hindi,custom_annotated
564,seat reserved है।,reserved,booked_seat,hinglish_ambiguity,Hindi,custom_annotated
565,यह topic बहुत complex है।,complex,complicated_topic,hinglish_ambiguity,Hindi,custom_annotated
566,यह complex में रहते हैं।,complex,housing_complex,hinglish_ambiguity,Hindi,custom_annotated
567,वह बहुत sharp है।,sharp,intelligent,hinglish_ambiguity,Hindi,custom_annotated
568,यह knife बहुत sharp है।,sharp,physically_sharp,hinglish_ambiguity,Hindi,custom_annotated
569,उसकी memory बहुत strong है।,strong,powerful_memory,hinglish_ambiguity,Hindi,custom_annotated
570,वह physically बहुत strong है।,strong,physically_strong,hinglish_ambiguity,Hindi,custom_annotated
571,उसका character बहुत solid है।,solid,strong_character,hinglish_ambiguity,Hindi,custom_annotated
572,यह concrete बहुत solid है।,solid,physically_solid,hinglish_ambiguity,Hindi,custom_annotated
573,उसकी grip बहुत tight है काम पर।,tight,firm_control,hinglish_ambiguity,Hindi,custom_annotated
574,जूते बहुत tight हो गए।,tight,shoes_too_small,hinglish_ambiguity,Hindi,custom_annotated
575,वह बहुत open है सबके साथ।,open,friendly_open,hinglish_ambiguity,Hindi,custom_annotated
576,दुकान open है क्या?,open,shop_is_open,hinglish_ambiguity,Hindi,custom_annotated
577,उसका mind बहुत fresh है।,fresh,clear_minded,hinglish_ambiguity,Hindi,custom_annotated
578,यह सब्ज़ी बहुत fresh है।,fresh,fresh_vegetable,hinglish_ambiguity,Hindi,custom_annotated
579,उसने अपनी बात काट दी।,बात काट दी,interrupted_idiom,idiom_ambiguity,Hindi,custom_annotated
580,उसने कैंची से कपड़ा काटा।,काटा,cut_literally,idiom_ambiguity,Hindi,custom_annotated
581,वह सात पर्दों में रहती है।,सात पर्दों में,very_secluded_idiom,idiom_ambiguity,Hindi,custom_annotated
582,घर में सात पर्दे लगे हैं।,सात पर्दे,curtains_literally,idiom_ambiguity,Hindi,custom_annotated
583,उसने आँखें चुराईं।,आँखें चुराईं,avoided_eye_contact_idiom,idiom_ambiguity,Hindi,custom_annotated
584,उसने आँखें झपकाईं।,आँखें झपकाईं,blinked_eyes_literally,idiom_ambiguity,Hindi,custom_annotated
585,वह दो नावों पर सवार है।,दो नावों पर,two_timing_idiom,idiom_ambiguity,Hindi,custom_annotated
586,वह नाव पर बैठा था।,नाव पर,sat_on_boat_literally,idiom_ambiguity,Hindi,custom_annotated
587,उसने पीठ दिखाई।,पीठ दिखाई,ran_away_idiom,idiom_ambiguity,Hindi,custom_annotated
588,उसने पीठ पर बोझ उठाया।,पीठ,back_literally,idiom_ambiguity,Hindi,custom_annotated
589,उसने पानी में आग लगाई।,पानी में आग,created_impossible_situation_idiom,idiom_ambiguity,Hindi,custom_annotated
590,उसने चूल्हे में आग लगाई।,आग लगाई,lit_fire_literally,idiom_ambiguity,Hindi,custom_annotated
591,वह अपनी ही राह पर था।,राह,own_path_literal,idiom_ambiguity,Hindi,custom_annotated
592,उसने अपनी राह चुनी।,राह,chosen_path_metaphor,idiom_ambiguity,Hindi,custom_annotated
593,उसने दाँत खट्टे कर दिए।,दाँत खट्टे,defeated_completely_idiom,idiom_ambiguity,Hindi,custom_annotated
594,खट्टे फल खाने से दाँत दर्द हुआ।,दाँत,teeth_literally,idiom_ambiguity,Hindi,custom_annotated
595,उसने नमक खाया है यहाँ का।,नमक खाया,been_loyal_idiom,idiom_ambiguity,Hindi,custom_annotated
596,उसने खाने में नमक मिलाया।,नमक,salt_literally,idiom_ambiguity,Hindi,custom_annotated
597,वह चाँद पर थूकता है।,चाँद पर थूकता,blames_superior_idiom,idiom_ambiguity,Hindi,custom_annotated
598,रात को चाँद चमक रहा था।,चाँद,moon_literally,idiom_ambiguity,Hindi,custom_annotated
599,उसकी लाज रखी।,लाज रखी,saved_honor_idiom,idiom_ambiguity,Hindi,custom_annotated
600,उसने शर्म से मुँह ढका।,शर्म,shame_literally,idiom_ambiguity,Hindi,custom_annotated
601,उसने तीर चला दिया।,तीर चला दिया,said_harsh_thing_idiom,idiom_ambiguity,Hindi,custom_annotated
602,शिकारी ने तीर चलाया।,तीर,arrow_literally,idiom_ambiguity,Hindi,custom_annotated
603,वह आग-बबूला हो गया।,आग-बबूला,very_angry_idiom,idiom_ambiguity,Hindi,custom_annotated
604,आग से बचो।,आग,fire_literally,idiom_ambiguity,Hindi,custom_annotated
605,उसने हाथ खींच लिया।,हाथ खींच लिया,withdrew_support_idiom,idiom_ambiguity,Hindi,custom_annotated
606,उसने दोस्त का हाथ खींचा।,हाथ खींचा,pulled_hand_literally,idiom_ambiguity,Hindi,custom_annotated
607,वह टस से मस नहीं हुआ।,टस से मस,didnt_budge_idiom,idiom_ambiguity,Hindi,custom_annotated
608,उसने सिर हिलाया।,सिर हिलाया,nodded_literally,idiom_ambiguity,Hindi,custom_annotated
609,उसने पीला कुर्ता पहना।,पीला,yellow_color,morphological_ambiguity,Hindi,custom_annotated
610,पीला जी से मिलना है।,पीला,person_name,morphological_ambiguity,Hindi,custom_annotated
611,हरी सब्ज़ी खाओ।,हरी,green_vegetable,morphological_ambiguity,Hindi,custom_annotated
612,हरी दौड़ रही है।,हरी,person_name_hari,morphological_ambiguity,Hindi,custom_annotated
613,नीली आँखें सुंदर हैं।,नीली,blue_eyes,morphological_ambiguity,Hindi,custom_annotated
614,नीली अभी नहीं आई।,नीली,person_name_neeli,morphological_ambiguity,Hindi,custom_annotated
615,उसके सफ़ेद कपड़े थे।,सफ़ेद,white_clothes,morphological_ambiguity,Hindi,custom_annotated
616,उसके बाल सफ़ेद हो गए।,सफ़ेद,white_hair,morphological_ambiguity,Hindi,custom_annotated
617,वह भोला इंसान है।,भोला,innocent_person,morphological_ambiguity,Hindi,custom_annotated
618,भोला आज आया था।,भोला,person_name_bhola,morphological_ambiguity,Hindi,custom_annotated
619,मुन्ना रो रहा है।,मुन्ना,child_pet_name,morphological_ambiguity,Hindi,custom_annotated
620,मुन्ना भाई आए हैं।,मुन्ना,person_name_munna,morphological_ambiguity,Hindi,custom_annotated
621,छोटू काम करता है।,छोटू,child_worker,morphological_ambiguity,Hindi,custom_annotated
622,छोटू कहाँ गया?,छोटू,person_name_chotu,morphological_ambiguity,Hindi,custom_annotated
623,वह बड़ा आदमी है।,बड़ा,important_person,morphological_ambiguity,Hindi,custom_annotated
624,वह बड़ा मकान है।,बड़ा,large_house,morphological_ambiguity,Hindi,custom_annotated
625,वह छोटा काम नहीं करता।,छोटा,small_work,morphological_ambiguity,Hindi,custom_annotated
626,छोटा भाई घर पर है।,छोटा,younger_brother,morphological_ambiguity,Hindi,custom_annotated
627,पतली गली में मत जाओ।,पतली,narrow_lane,morphological_ambiguity,Hindi,custom_annotated
628,वह बहुत पतली हो गई।,पतली,became_thin,morphological_ambiguity,Hindi,custom_annotated
629,मोटा रस्सा लाओ।,मोटा,thick_rope,morphological_ambiguity,Hindi,custom_annotated
630,वह बहुत मोटा हो गया।,मोटा,became_fat,morphological_ambiguity,Hindi,custom_annotated
631,उजला कपड़ा पहनो।,उजला,white_bright_cloth,morphological_ambiguity,Hindi,custom_annotated
632,उसका मन उजला है।,उजला,pure_heart,morphological_ambiguity,Hindi,custom_annotated
633,गहरी नदी में मत उतरो।,गहरी,deep_river,morphological_ambiguity,Hindi,custom_annotated
634,उसकी आवाज़ गहरी है।,गहरी,deep_voice,morphological_ambiguity,Hindi,custom_annotated
635,तीखी मिर्च मत खाओ।,तीखी,spicy_chilli,morphological_ambiguity,Hindi,custom_annotated
636,उसकी बात बहुत तीखी थी।,तीखी,sharp_words,morphological_ambiguity,Hindi,custom_annotated
637,मीठा खाना पसंद है।,मीठा,sweet_food,morphological_ambiguity,Hindi,custom_annotated
638,उसका स्वभाव मीठा है।,मीठा,sweet_nature,morphological_ambiguity,Hindi,custom_annotated
639,मंदिर के पास एक कुआँ था।,पास,near_temple,place_ambiguity,Hindi,custom_annotated
640,उसके पास पैसे नहीं हैं।,पास,has_no_money,place_ambiguity,Hindi,custom_annotated
641,वह पास हो गया।,पास,passed_exam,place_ambiguity,Hindi,custom_annotated
642,पास का बाज़ार बंद है।,पास,nearby_market,place_ambiguity,Hindi,custom_annotated
643,मैदान के पास स्कूल है।,पास,near_ground,place_ambiguity,Hindi,custom_annotated
644,उसके पास समय नहीं।,पास,has_no_time,place_ambiguity,Hindi,custom_annotated
645,दरवाज़े के पास खड़े हो।,पास,near_door,place_ambiguity,Hindi,custom_annotated
646,वह पास ही रहता है।,पास,lives_nearby,place_ambiguity,Hindi,custom_annotated
647,परीक्षा में पास होना ज़रूरी है।,पास,pass_exam,place_ambiguity,Hindi,custom_annotated
648,वह पुल के पास मिला।,पास,near_bridge,place_ambiguity,Hindi,custom_annotated
649,घाट पर भीड़ थी।,घाट,river_ghat,place_ambiguity,Hindi,custom_annotated
650,मृत्यु के घाट उतार दिया।,घाट,killed_idiom,place_ambiguity,Hindi,custom_annotated
651,चौक पर मेला था।,चौक,town_square,place_ambiguity,Hindi,custom_annotated
652,वह चौक गया अचानक।,चौक,surprised,place_ambiguity,Hindi,custom_annotated
653,कोने में बैठा था।,कोने,corner_place,place_ambiguity,Hindi,custom_annotated
654,उसने कोने-कोने में देखा।,कोने,everywhere_searched,place_ambiguity,Hindi,custom_annotated
655,दुकान के सामने खड़े थे।,सामने,in_front,place_ambiguity,Hindi,custom_annotated
656,उसने सामने आकर जवाब दिया।,सामने,confronted,place_ambiguity,Hindi,custom_annotated
657,पीछे मत देखो।,पीछे,dont_look_back_literal,place_ambiguity,Hindi,custom_annotated
658,पीछे रह गए सब।,पीछे,fell_behind,place_ambiguity,Hindi,custom_annotated
659,ऊपर से आदेश आया।,ऊपर,from_higher_authority,place_ambiguity,Hindi,custom_annotated
660,ऊपर छत पर गए।,ऊपर,went_upstairs,place_ambiguity,Hindi,custom_annotated
661,नीचे से उठाओ।,नीचे,pick_from_below,place_ambiguity,Hindi,custom_annotated
662,वह नीचे आ गया।,नीचे,came_down,place_ambiguity,Hindi,custom_annotated
663,अंदर जाओ।,अंदर,go_inside,place_ambiguity,Hindi,custom_annotated
664,वह अंदर से टूट गया।,अंदर,broken_emotionally,place_ambiguity,Hindi,custom_annotated
665,बाहर निकलो।,बाहर,go_outside,place_ambiguity,Hindi,custom_annotated
666,वह बाहर का आदमी है।,बाहर,outsider,place_ambiguity,Hindi,custom_annotated
667,दाएं मुड़ो।,दाएं,turn_right_direction,place_ambiguity,Hindi,custom_annotated
668,वह सही दिशा में है।,दिशा,right_direction,place_ambiguity,Hindi,custom_annotated
669,उत्तर दिशा में जाओ।,उत्तर,north_direction,place_ambiguity,Hindi,custom_annotated
670,उत्तर दो इस सवाल का।,उत्तर,answer_question,place_ambiguity,Hindi,custom_annotated
671,सीमा पर तैनात हैं।,सीमा,border,place_ambiguity,Hindi,custom_annotated
672,सीमा यहाँ पढ़ती है।,सीमा,person_name_seema,place_ambiguity,Hindi,custom_annotated
673,यह सीमा से बाहर है।,सीमा,beyond_limits,place_ambiguity,Hindi,custom_annotated
674,वह अपनी सीमा जानता है।,सीमा,knows_limits,place_ambiguity,Hindi,custom_annotated
675,धरातल पर उतरो।,धरातल,be_realistic,place_ambiguity,Hindi,custom_annotated
676,धरातल समतल था।,धरातल,flat_ground,place_ambiguity,Hindi,custom_annotated
677,क्षितिज तक नज़र गई।,क्षितिज,horizon,place_ambiguity,Hindi,custom_annotated
678,क्षितिज नाम का लड़का है।,क्षितिज,person_name,place_ambiguity,Hindi,custom_annotated
679,उसने चाय पीते हुए पढ़ाई की।,पीते हुए,while_drinking,syntactic_ambiguity,Hindi,custom_annotated
680,वह थका हुआ आदमी बैठा था।,थका हुआ,tired_man,syntactic_ambiguity,Hindi,custom_annotated
681,उसने भागते हुए आदमी को देखा।,भागते हुए,man_was_running,syntactic_ambiguity,Hindi,custom_annotated
682,उसने भागते हुए आदमी को देखा।,भागते हुए,he_was_running,syntactic_ambiguity,Hindi,custom_annotated
683,बड़े थैले में सामान भरो।,बड़े थैले में,in_big_bag,syntactic_ambiguity,Hindi,custom_annotated
684,वह बड़े घर का आदमी है।,बड़े घर का,from_big_family,syntactic_ambiguity,Hindi,custom_annotated
685,मैंने काँच के टूटे टुकड़े देखे।,काँच के टूटे,broken_glass,syntactic_ambiguity,Hindi,custom_annotated
686,उसने हाथ हिलाकर बुलाया।,हाथ हिलाकर,waved_hand,syntactic_ambiguity,Hindi,custom_annotated
687,वह दौड़ते-दौड़ते थक गया।,दौड़ते-दौड़ते,while_running,syntactic_ambiguity,Hindi,custom_annotated
688,उसने रोते हुए माँ को बुलाया।,रोते हुए,he_was_crying,syntactic_ambiguity,Hindi,custom_annotated
689,उसने रोते हुए माँ को बुलाया।,रोते हुए,mother_was_crying,syntactic_ambiguity,Hindi,custom_annotated
690,पुराने ज़माने की बात है।,पुराने ज़माने की,old_times,syntactic_ambiguity,Hindi,custom_annotated
691,छोटे कमरे की खिड़की टूटी।,छोटे कमरे की,small_rooms_window,syntactic_ambiguity,Hindi,custom_annotated
692,वह बड़े आराम से सो गया।,बड़े आराम से,very_comfortably,syntactic_ambiguity,Hindi,custom_annotated
693,उसने खड़े-खड़े खाना खाया।,खड़े-खड़े,while_standing,syntactic_ambiguity,Hindi,custom_annotated
694,वह बात करते-करते चला गया।,बात करते-करते,while_talking,syntactic_ambiguity,Hindi,custom_annotated
695,उसने सोते में बात की।,सोते में,while_sleeping,syntactic_ambiguity,Hindi,custom_annotated
696,नई किताब का पहला पन्ना पढ़ा।,नई किताब का,new_books_page,syntactic_ambiguity,Hindi,custom_annotated
697,लाल रंग की पुरानी घड़ी टूटी।,लाल रंग की,red_old_watch,syntactic_ambiguity,Hindi,custom_annotated
698,वह बोलते-बोलते रुक गया।,बोलते-बोलते,while_speaking,syntactic_ambiguity,Hindi,custom_annotated
699,ठंडे पानी में नहाना अच्छा है।,ठंडे पानी में,in_cold_water,syntactic_ambiguity,Hindi,custom_annotated
700,उसने मुस्कुराते हुए जवाब दिया।,मुस्कुराते हुए,while_smiling,syntactic_ambiguity,Hindi,custom_annotated
701,वह देखते-देखते ग़ायब हो गया।,देखते-देखते,right_before_eyes,syntactic_ambiguity,Hindi,custom_annotated
702,गरम चाय की प्याली टूट गई।,गरम चाय की,hot_teas_cup,syntactic_ambiguity,Hindi,custom_annotated
703,उसने चिल्लाते हुए बात की।,चिल्लाते हुए,while_shouting,syntactic_ambiguity,Hindi,custom_annotated
704,वह हँसते-हँसते लोट-पोट हो गया।,हँसते-हँसते,laughing_non_stop,syntactic_ambiguity,Hindi,custom_annotated
705,उसने सजी-धजी लड़की को देखा।,सजी-धजी,well_dressed_girl,syntactic_ambiguity,Hindi,custom_annotated
706,बड़े शहर का छोटा घर।,बड़े शहर का,from_big_city,syntactic_ambiguity,Hindi,custom_annotated
707,उसने चुपके से दरवाज़ा बंद किया।,चुपके से,quietly,syntactic_ambiguity,Hindi,custom_annotated
708,नई दिल्ली की पुरानी सड़क।,नई दिल्ली की,old_road_in_new_delhi,syntactic_ambiguity,Hindi,custom_annotated
709,तुम्हारे बिना नहीं चलेगा।,नहीं चलेगा,cant_do_without_you,pragmatic_ambiguity,Hindi,custom_annotated
710,तुम्हारे बिना नहीं चलेगा।,नहीं चलेगा,wont_function,pragmatic_ambiguity,Hindi,custom_annotated
711,यह रास्ता ठीक नहीं है।,ठीक नहीं,wrong_way,pragmatic_ambiguity,Hindi,custom_annotated
712,यह रास्ता ठीक नहीं है।,ठीक नहीं,road_not_good,pragmatic_ambiguity,Hindi,custom_annotated
713,इतना क्यों खाते हो?,इतना क्यों,concern_for_health,pragmatic_ambiguity,Hindi,custom_annotated
714,इतना क्यों खाते हो?,इतना क्यों,genuine_curiosity,pragmatic_ambiguity,Hindi,custom_annotated
715,वह बहुत थका लग रहा है।,थका लग रहा,observation,pragmatic_ambiguity,Hindi,custom_annotated
716,वह बहुत थका लग रहा है।,थका लग रहा,suggestion_to_rest,pragmatic_ambiguity,Hindi,custom_annotated
717,यहाँ मच्छर बहुत हैं।,मच्छर बहुत,observation,pragmatic_ambiguity,Hindi,custom_annotated
718,यहाँ मच्छर बहुत हैं।,मच्छर बहुत,suggestion_to_use_repellent,pragmatic_ambiguity,Hindi,custom_annotated
719,पेट्रोल ख़त्म होने वाला है।,ख़त्म होने वाला,low_fuel_fact,pragmatic_ambiguity,Hindi,custom_annotated
720,पेट्रोल ख़त्म होने वाला है।,ख़त्म होने वाला,fill_petrol_request,pragmatic_ambiguity,Hindi,custom_annotated
721,वह बच्चा अकेला है।,अकेला है,child_is_alone,pragmatic_ambiguity,Hindi,custom_annotated
722,वह बच्चा अकेला है।,अकेला है,go_be_with_child,pragmatic_ambiguity,Hindi,custom_annotated
723,बिल्ली दूध पी रही है।,दूध पी रही,cat_drinking_milk,pragmatic_ambiguity,Hindi,custom_annotated
724,बिल्ली दूध पी रही है।,दूध पी रही,stop_the_cat,pragmatic_ambiguity,Hindi,custom_annotated
725,यह कपड़ा रंग छोड़ता है।,रंग छोड़ता,fabric_bleeds_color,pragmatic_ambiguity,Hindi,custom_annotated
726,यह कपड़ा रंग छोड़ता है।,रंग छोड़ता,dont_buy_it,pragmatic_ambiguity,Hindi,custom_annotated
727,वह बहुत ज़ोर से बोलता है।,ज़ोर से बोलता,observation,pragmatic_ambiguity,Hindi,custom_annotated
728,वह बहुत ज़ोर से बोलता है।,ज़ोर से बोलता,tell_him_to_be_quiet,pragmatic_ambiguity,Hindi,custom_annotated
729,कूड़ा भरा है।,कूड़ा भरा,dustbin_is_full,pragmatic_ambiguity,Hindi,custom_annotated
730,कूड़ा भरा है।,कूड़ा भरा,take_out_trash_request,pragmatic_ambiguity,Hindi,custom_annotated
731,साइकिल का टायर पंचर है।,पंचर है,tyre_punctured,pragmatic_ambiguity,Hindi,custom_annotated
732,साइकिल का टायर पंचर है।,पंचर है,get_it_fixed,pragmatic_ambiguity,Hindi,custom_annotated
733,चाबी नहीं मिल रही।,चाबी नहीं,key_not_found,pragmatic_ambiguity,Hindi,custom_annotated
734,चाबी नहीं मिल रही।,चाबी नहीं,help_me_find_keys,pragmatic_ambiguity,Hindi,custom_annotated
735,गैस सिलिंडर ख़त्म है।,ख़त्म है,gas_is_over,pragmatic_ambiguity,Hindi,custom_annotated
736,गैस सिलिंडर ख़त्म है।,ख़त्म है,order_new_cylinder,pragmatic_ambiguity,Hindi,custom_annotated
737,कुत्ता बाहर बैठा है।,बाहर बैठा,dog_outside,pragmatic_ambiguity,Hindi,custom_annotated
738,कुत्ता बाहर बैठा है।,बाहर बैठा,open_door_for_dog,pragmatic_ambiguity,Hindi,custom_annotated
739,कमीज़ पर दाग़ है।,दाग़ है,shirt_stained,pragmatic_ambiguity,Hindi,custom_annotated
740,कमीज़ पर दाग़ है।,दाग़ है,change_shirt,pragmatic_ambiguity,Hindi,custom_annotated
741,नल बंद नहीं हो रहा।,बंद नहीं,tap_not_closing,pragmatic_ambiguity,Hindi,custom_annotated
742,नल बंद नहीं हो रहा।,बंद नहीं,fix_the_tap,pragmatic_ambiguity,Hindi,custom_annotated
743,बिजली का बिल बहुत आया।,बहुत आया,high_bill,pragmatic_ambiguity,Hindi,custom_annotated
744,बिजली का बिल बहुत आया।,बहुत आया,save_electricity,pragmatic_ambiguity,Hindi,custom_annotated
745,यह जूते पुराने हो गए।,पुराने हो गए,shoes_are_old,pragmatic_ambiguity,Hindi,custom_annotated
746,यह जूते पुराने हो गए।,पुराने हो गए,buy_new_shoes,pragmatic_ambiguity,Hindi,custom_annotated
747,बच्चे का बुखार है।,बुखार है,child_has_fever,pragmatic_ambiguity,Hindi,custom_annotated
748,बच्चे का बुखार है।,बुखार है,take_child_to_doctor,pragmatic_ambiguity,Hindi,custom_annotated
749,"राजनेता और पत्रकार मिले, उसने सवाल पूछा।",उसने,unclear_politician_or_journalist,pronoun_ambiguity,Hindi,custom_annotated
750,"माँ और चाची आईं, वह खाना लाई।",वह,unclear_mother_or_aunt,pronoun_ambiguity,Hindi,custom_annotated
751,"खलनायक और नायक भिड़े, वह जीत गया।",वह,unclear_villain_or_hero,pronoun_ambiguity,Hindi,custom_annotated
752,"दोनों पड़ोसी लड़े, उसने पुलिस बुलाई।",उसने,unclear_neighbour1_or_2,pronoun_ambiguity,Hindi,custom_annotated
753,"बड़े और छोटे भाई खेले, वह जीता।",वह,unclear_elder_or_younger_bro,pronoun_ambiguity,Hindi,custom_annotated
754,"अध्यापिका और छात्रा मिलीं, उसने किताब दी।",उसने,unclear_teacher_or_student_f,pronoun_ambiguity,Hindi,custom_annotated
755,"ग्राहक और दुकानदार बोले, उसने मना किया।",उसने,unclear_customer_or_shopkeeper,pronoun_ambiguity,Hindi,custom_annotated
756,"सफ़ाईकर्मी और अफ़सर आए, उसने काम किया।",उसने,unclear_cleaner_or_officer,pronoun_ambiguity,Hindi,custom_annotated
757,"गायिका और संगीतकार आए, वह गाई।",वह,unclear_singer_f_or_musician,pronoun_ambiguity,Hindi,custom_annotated
758,"बच्चे और बुज़ुर्ग मिले, उसने प्रणाम किया।",उसने,unclear_child_or_elder,pronoun_ambiguity,Hindi,custom_annotated
759,"दोनों टीमें लड़ीं, उसने गोल किया।",उसने,unclear_team1_or_team2,pronoun_ambiguity,Hindi,custom_annotated
760,"नानी और माँ बोलीं, उसने कहानी सुनाई।",उसने,unclear_nani_or_mother,pronoun_ambiguity,Hindi,custom_annotated
761,"वैज्ञानिक और पत्रकार मिले, उसने खोज बताई।",उसने,unclear_scientist_or_journalist,pronoun_ambiguity,Hindi,custom_annotated
762,"नेता और कार्यकर्ता आए, उसने भाषण दिया।",उसने,unclear_leader_or_worker,pronoun_ambiguity,Hindi,custom_annotated
763,"कवि और श्रोता मिले, वह भावुक हुआ।",वह,unclear_poet_or_listener,pronoun_ambiguity,Hindi,custom_annotated
764,"सास और ननद आईं, उसने चाय बनाई।",उसने,unclear_saas_or_nanad,pronoun_ambiguity,Hindi,custom_annotated
765,"बॉस और कर्मचारी बोले, उसने माफ़ी माँगी।",उसने,unclear_boss_or_employee,pronoun_ambiguity,Hindi,custom_annotated
